"activityid" "subjectid" "measure" "meanvalue"
1 2 "tbodyaccelerometer_meanvalue_z" -0.105500357966102
1 2 "tgravityaccelerometer_meanvalue_x" 0.91301733338983
1 2 "tgravityaccelerometer_meanvalue_y" -0.34660709
1 2 "tgravityaccelerometer_meanvalue_z" 0.0847270871186441
1 2 "tbodyaccelerometerjerk_meanvalue_x" 0.0618080696279661
1 2 "tbodyaccelerometerjerk_meanvalue_y" 0.0182492679288136
1 2 "tbodyaccelerometerjerk_meanvalue_z" 0.00789533706610169
1 2 "tbodygyroscope_meanvalue_x" -0.0530258157347458
1 2 "tbodygyroscope_meanvalue_y" -0.0482382316949153
1 2 "tbodygyroscope_meanvalue_z" 0.0828336633220339
1 2 "tbodygyroscopejerk_meanvalue_x" -0.0818833429152542
1 2 "tbodygyroscopejerk_meanvalue_y" -0.0538299449067797
1 2 "tbodygyroscopejerk_meanvalue_z" -0.0514939156830508
1 2 "tbodyaccelerometermag_meanvalue" -0.290407593728814
1 2 "tgravityaccelerometermag_meanvalue" -0.290407593728814
1 2 "tbodyaccelerometerjerkmag_meanvalue" -0.281424153881356
1 2 "tbodygyroscopemag_meanvalue" -0.446549092881356
1 2 "tbodygyroscopejerkmag_meanvalue" -0.547911950338983
1 2 "fbodyaccelerometer_meanvalue_x" -0.346048161016949
1 2 "fbodyaccelerometer_meanvalue_y" -0.0219048103322034
1 2 "fbodyaccelerometer_meanvalue_z" -0.453806369830508
1 2 "fbodyaccelerometerjerk_meanvalue_x" -0.304615322881356
1 2 "fbodyaccelerometerjerk_meanvalue_y" -0.0787640836610169
1 2 "fbodyaccelerometerjerk_meanvalue_z" -0.554956709661017
1 2 "fbodygyroscope_meanvalue_x" -0.429713536101695
1 2 "fbodygyroscope_meanvalue_y" -0.55477211220339
1 2 "fbodygyroscope_meanvalue_z" -0.396659907457627
1 2 "fbodyaccelerometermag_meanvalue" -0.324289427932203
1 2 "fbodyaccelerometerjerkmag_meanvalue" -0.169064352813559
1 2 "fbodygyroscopemag_meanvalue" -0.530704814745763
1 2 "fbodygyroscopejerkmag_meanvalue" -0.583249293389831
1 3 "tbodyaccelerometer_standarddeviation_x" -0.360356726034483
1 3 "tbodyaccelerometer_standarddeviation_y" -0.0699140652103448
1 3 "tbodyaccelerometer_standarddeviation_z" -0.387411994310345
1 3 "tgravityaccelerometer_standarddeviation_x" -0.97777159137931
1 3 "tgravityaccelerometer_standarddeviation_y" -0.962355639482759
1 3 "tgravityaccelerometer_standarddeviation_z" -0.952091795
1 3 "tbodyaccelerometerjerk_standarddeviation_x" -0.26867964387931
1 3 "tbodyaccelerometerjerk_standarddeviation_y" -0.0449619594258621
1 3 "tbodyaccelerometerjerk_standarddeviation_z" -0.52948611637931
1 3 "tbodygyroscope_standarddeviation_x" -0.571869560172414
1 3 "tbodygyroscope_standarddeviation_y" -0.563793260172414
1 3 "tbodygyroscope_standarddeviation_z" -0.476696411551724
1 3 "tbodygyroscopejerk_standarddeviation_x" -0.385922986034483
1 3 "tbodygyroscopejerk_standarddeviation_y" -0.639087984137931
1 3 "tbodygyroscopejerk_standarddeviation_z" -0.536664080344828
1 3 "tbodyaccelerometermag_standarddeviation" -0.328428936551724
1 3 "tgravityaccelerometermag_standarddeviation" -0.328428936551724
1 3 "tbodyaccelerometerjerkmag_standarddeviation" -0.139916355325862
1 3 "tbodygyroscopemag_standarddeviation" -0.561510683275862
1 3 "tbodygyroscopejerkmag_standarddeviation" -0.567371560862069
1 3 "fbodyaccelerometer_standarddeviation_x" -0.379276781206897
1 3 "fbodyaccelerometer_standarddeviation_y" -0.124030832001724
1 3 "fbodyaccelerometer_standarddeviation_z" -0.422998473965517
1 3 "fbodyaccelerometerjerk_standarddeviation_x" -0.296596633103448
1 3 "fbodyaccelerometerjerk_standarddeviation_y" -0.00561498755362069
1 3 "fbodyaccelerometerjerk_standarddeviation_z" -0.543529108103448
1 3 "fbodygyroscope_standarddeviation_x" -0.615121369827586
1 3 "fbodygyroscope_standarddeviation_y" -0.568888673448276
1 3 "fbodygyroscope_standarddeviation_z" -0.545896388103448
1 3 "fbodyaccelerometermag_standarddeviation" -0.456373080862069
1 3 "fbodyaccelerometerjerkmag_standarddeviation" -0.0898519904044828
1 3 "fbodygyroscopemag_standarddeviation" -0.632643292931034
1 3 "fbodygyroscopejerkmag_standarddeviation" -0.549087007931034
1 3 "tbodyaccelerometer_meanvalue_x" 0.275567462068966
1 3 "tbodyaccelerometer_meanvalue_y" -0.0171767844203448
1 3 "tbodyaccelerometer_meanvalue_z" -0.112674859827586
1 3 "tgravityaccelerometer_meanvalue_x" 0.936506743275862
1 3 "tgravityaccelerometer_meanvalue_y" -0.261986357931034
1 3 "tgravityaccelerometer_meanvalue_z" -0.138107866258621
1 3 "tbodyaccelerometerjerk_meanvalue_x" 0.0814745882660345
1 3 "tbodyaccelerometerjerk_meanvalue_y" 0.0100591485
1 3 "tbodyaccelerometerjerk_meanvalue_z" -0.00562264594827586
1 3 "tbodygyroscope_meanvalue_x" -0.0256405192517241
1 3 "tbodygyroscope_meanvalue_y" -0.0779150937413793
1 3 "tbodygyroscope_meanvalue_z" 0.0813485942827586
1 3 "tbodygyroscopejerk_meanvalue_x" -0.0952398165017241
1 3 "tbodygyroscopejerk_meanvalue_y" -0.0387874651724138
1 3 "tbodygyroscopejerk_meanvalue_z" -0.0503616100815517
1 3 "tbodyaccelerometermag_meanvalue" -0.254690333275862
1 3 "tgravityaccelerometermag_meanvalue" -0.254690333275862
1 3 "tbodyaccelerometerjerkmag_meanvalue" -0.280009317413793
1 3 "tbodygyroscopemag_meanvalue" -0.466411754137931
1 3 "tbodygyroscopejerkmag_meanvalue" -0.566135217931034
1 3 "fbodyaccelerometer_meanvalue_x" -0.316614011689655
1 3 "fbodyaccelerometer_meanvalue_y" -0.0813024353275862
1 3 "fbodyaccelerometer_meanvalue_z" -0.412374074482759
1 3 "fbodyaccelerometerjerk_meanvalue_x" -0.304694442551724
1 3 "fbodyaccelerometerjerk_meanvalue_y" -0.140508590224138
1 3 "fbodyaccelerometerjerk_meanvalue_z" -0.514137255344828
1 3 "fbodygyroscope_meanvalue_x" -0.437845763793103
1 3 "fbodygyroscope_meanvalue_y" -0.561526265344828
1 3 "fbodygyroscope_meanvalue_z" -0.418126217413793
1 3 "fbodyaccelerometermag_meanvalue" -0.290031535172414
1 3 "fbodyaccelerometerjerkmag_meanvalue" -0.186764516965517
1 3 "fbodygyroscopemag_meanvalue" -0.569755772241379
1 3 "fbodygyroscopejerkmag_meanvalue" -0.607751646034483
1 4 "tbodyaccelerometer_standarddeviation_x" -0.440829971333333
1 4 "tbodyaccelerometer_standarddeviation_y" -0.0788267367683333
1 4 "tbodyaccelerometer_standarddeviation_z" -0.586252806833333
1 4 "tgravityaccelerometer_standarddeviation_x" -0.983826494833333
1 4 "tgravityaccelerometer_standarddeviation_y" -0.967963221
1 4 "tgravityaccelerometer_standarddeviation_z" -0.962968112
1 4 "tbodyaccelerometerjerk_standarddeviation_x" -0.297042612533333
1 4 "tbodyaccelerometerjerk_standarddeviation_y" -0.221165131581667
1 4 "tbodyaccelerometerjerk_standarddeviation_z" -0.7513913825
1 4 "tbodygyroscope_standarddeviation_x" -0.500916659
1 4 "tbodygyroscope_standarddeviation_y" -0.665394092833333
1 4 "tbodygyroscope_standarddeviation_z" -0.662608226
1 4 "tbodygyroscopejerk_standarddeviation_x" -0.492341066833333
1 4 "tbodygyroscopejerk_standarddeviation_y" -0.807419937
1 4 "tbodygyroscopejerk_standarddeviation_z" -0.640454132833333
1 4 "tbodyaccelerometermag_standarddeviation" -0.527679103166667
1 4 "tgravityaccelerometermag_standarddeviation" -0.527679103166667
1 4 "tbodyaccelerometerjerkmag_standarddeviation" -0.316918956
1 4 "tbodygyroscopemag_standarddeviation" -0.553116111166667
1 4 "tbodygyroscopejerkmag_standarddeviation" -0.7301463685
1 4 "fbodyaccelerometer_standarddeviation_x" -0.447234929666667
1 4 "fbodyaccelerometer_standarddeviation_y" -0.101799450565167
1 4 "fbodyaccelerometer_standarddeviation_z" -0.594198325666667
1 4 "fbodyaccelerometerjerk_standarddeviation_x" -0.29732607245
1 4 "fbodyaccelerometerjerk_standarddeviation_y" -0.2099000063
1 4 "fbodyaccelerometerjerk_standarddeviation_z" -0.772359087333333
1 4 "fbodygyroscope_standarddeviation_x" -0.542646759
1 4 "fbodygyroscope_standarddeviation_y" -0.654657770166667
1 4 "fbodygyroscope_standarddeviation_z" -0.716458475166667
1 4 "fbodyaccelerometermag_standarddeviation" -0.651172628166667
1 4 "fbodyaccelerometerjerkmag_standarddeviation" -0.320458701
1 4 "fbodygyroscopemag_standarddeviation" -0.593937200833333
1 4 "fbodygyroscopejerkmag_standarddeviation" -0.757768081166667
1 4 "tbodyaccelerometer_meanvalue_x" 0.278582015166667
1 4 "tbodyaccelerometer_meanvalue_y" -0.0148399475341667
1 4 "tbodyaccelerometer_meanvalue_z" -0.11140306485
1 4 "tgravityaccelerometer_meanvalue_x" 0.963999696833333
1 4 "tgravityaccelerometer_meanvalue_y" -0.0858540265666667
1 4 "tgravityaccelerometer_meanvalue_z" 0.127764112666667
1 4 "tbodyaccelerometerjerk_meanvalue_x" 0.0783529082183333
1 4 "tbodyaccelerometerjerk_meanvalue_y" 0.00295602428666667
1 4 "tbodyaccelerometerjerk_meanvalue_z" -0.000767679338333334
1 4 "tbodygyroscope_meanvalue_x" -0.0317982557795
1 4 "tbodygyroscope_meanvalue_y" -0.0726905278583333
1 4 "tbodygyroscope_meanvalue_z" 0.0805677161216667
1 4 "tbodygyroscopejerk_meanvalue_x" -0.115321556475
1 4 "tbodygyroscopejerk_meanvalue_y" -0.0393474489133333
1 4 "tbodygyroscopejerk_meanvalue_z" -0.0551166852766667
1 4 "tbodyaccelerometermag_meanvalue" -0.312050574166667
1 4 "tgravityaccelerometermag_meanvalue" -0.312050574166667
1 4 "tbodyaccelerometerjerkmag_meanvalue" -0.366700879833333
1 4 "tbodygyroscopemag_meanvalue" -0.49779220106
1 4 "tbodygyroscopejerkmag_meanvalue" -0.6813040365
1 4 "fbodyaccelerometer_meanvalue_x" -0.426719449666667
1 4 "fbodyaccelerometer_meanvalue_y" -0.14939963344
1 4 "fbodyaccelerometer_meanvalue_z" -0.631005470833333
1 4 "fbodyaccelerometerjerk_meanvalue_x" -0.358883413666667
1 4 "fbodyaccelerometerjerk_meanvalue_y" -0.279553391533333
1 4 "fbodyaccelerometerjerk_meanvalue_z" -0.728991595666667
1 4 "fbodygyroscope_meanvalue_x" -0.373384540666667
1 4 "fbodygyroscope_meanvalue_y" -0.688460056666667
1 4 "fbodygyroscope_meanvalue_z" -0.601381129166667
1 4 "fbodyaccelerometermag_meanvalue" -0.450804558333333
1 4 "fbodyaccelerometerjerkmag_meanvalue" -0.318587811
1 4 "fbodygyroscopemag_meanvalue" -0.609285588016667
1 4 "fbodygyroscopejerkmag_meanvalue" -0.724327420666667
1 5 "tbodyaccelerometer_standarddeviation_x" -0.294098534232143
1 5 "tbodyaccelerometer_standarddeviation_y" 0.0767484028053571
1 5 "tbodyaccelerometer_standarddeviation_z" -0.45702143625
1 5 "tgravityaccelerometer_standarddeviation_x" -0.979348381428571
1 5 "tgravityaccelerometer_standarddeviation_y" -0.961585474821429
1 5 "tgravityaccelerometer_standarddeviation_z" -0.964580803928571
1 5 "tbodyaccelerometerjerk_standarddeviation_x" -0.302891024625
1 5 "tbodyaccelerometerjerk_standarddeviation_y" -0.0910397428607143
1 5 "tbodyaccelerometerjerk_standarddeviation_z" -0.612895318571429
1 5 "tbodygyroscope_standarddeviation_x" -0.490877497857143
1 5 "tbodygyroscope_standarddeviation_y" -0.504622029821429
1 5 "tbodygyroscope_standarddeviation_z" -0.318700615178571
1 5 "tbodygyroscopejerk_standarddeviation_x" -0.357681403285714
1 5 "tbodygyroscopejerk_standarddeviation_y" -0.57143812375
1 5 "tbodygyroscopejerk_standarddeviation_z" -0.157682543983929
1 5 "tbodyaccelerometermag_standarddeviation" -0.377178733392857
1 5 "tgravityaccelerometermag_standarddeviation" -0.377178733392857
1 5 "tbodyaccelerometerjerkmag_standarddeviation" -0.282242276785714
1 5 "tbodygyroscopemag_standarddeviation" -0.492176823571429
1 5 "tbodygyroscopejerkmag_standarddeviation" -0.48919974625
1 5 "fbodyaccelerometer_standarddeviation_x" -0.297517355196429
1 5 "fbodyaccelerometer_standarddeviation_y" 0.0426026830839286
1 5 "fbodyaccelerometer_standarddeviation_z" -0.483059957321429
1 5 "fbodyaccelerometerjerk_standarddeviation_x" -0.3213903195
1 5 "fbodyaccelerometerjerk_standarddeviation_y" -0.0545213604089286
1 5 "fbodyaccelerometerjerk_standarddeviation_z" -0.633429995714286
1 5 "fbodygyroscope_standarddeviation_x" -0.529392790178571
1 5 "fbodygyroscope_standarddeviation_y" -0.502683380535714
1 5 "fbodygyroscope_standarddeviation_z" -0.420367075178571
1 5 "fbodyaccelerometermag_standarddeviation" -0.519636926071429
1 5 "fbodyaccelerometerjerkmag_standarddeviation" -0.305685376071429
1 5 "fbodygyroscopemag_standarddeviation" -0.589741506785714
1 5 "fbodygyroscopejerkmag_standarddeviation" -0.455665300892857
1 5 "tbodyaccelerometer_meanvalue_x" 0.27784234625
1 5 "tbodyaccelerometer_meanvalue_y" -0.0172850317482679
1 5 "tbodyaccelerometer_meanvalue_z" -0.107741776464286
1 5 "tgravityaccelerometer_meanvalue_x" 0.972624959821429
1 5 "tgravityaccelerometer_meanvalue_y" -0.100440285303571
1 5 "tgravityaccelerometer_meanvalue_z" 0.00247623628392857
1 5 "tbodyaccelerometerjerk_meanvalue_x" 0.0845888833571429
1 5 "tbodyaccelerometerjerk_meanvalue_y" -0.0163194101232143
1 5 "tbodyaccelerometerjerk_meanvalue_z" 8.32159351785732e-05
1 5 "tbodygyroscope_meanvalue_x" -0.0488919896632143
1 5 "tbodygyroscope_meanvalue_y" -0.0690135249642857
1 5 "tbodygyroscope_meanvalue_z" 0.0815435495892857
1 5 "tbodygyroscopejerk_meanvalue_x" -0.0888408355267857
1 5 "tbodygyroscopejerk_meanvalue_y" -0.0449559531089286
1 5 "tbodygyroscopejerk_meanvalue_z" -0.0482679596035714
1 5 "tbodyaccelerometermag_meanvalue" -0.158338674394643
1 5 "tgravityaccelerometermag_meanvalue" -0.158338674394643
1 5 "tbodyaccelerometerjerkmag_meanvalue" -0.288333024071429
1 5 "tbodygyroscopemag_meanvalue" -0.355933083571429
1 5 "tbodygyroscopejerkmag_meanvalue" -0.444532485357143
1 5 "fbodyaccelerometer_meanvalue_x" -0.287782607410714
1 5 "fbodyaccelerometer_meanvalue_y" 0.00946037755178572
1 5 "fbodyaccelerometer_meanvalue_z" -0.490251090714286
1 5 "fbodyaccelerometerjerk_meanvalue_x" -0.344954806428571
1 5 "fbodyaccelerometerjerk_meanvalue_y" -0.181055554206071
1 5 "fbodyaccelerometerjerk_meanvalue_z" -0.590496615535714
1 5 "fbodygyroscope_meanvalue_x" -0.372668749642857
1 5 "fbodygyroscope_meanvalue_y" -0.513951718392857
1 5 "fbodygyroscope_meanvalue_z" -0.213127031035714
1 5 "fbodyaccelerometermag_meanvalue" -0.304992488892857
1 5 "fbodyaccelerometerjerkmag_meanvalue" -0.269481661080357
1 5 "fbodygyroscopemag_meanvalue" -0.484262828928571
1 5 "fbodygyroscopejerkmag_meanvalue" -0.548053574821429
1 6 "tbodyaccelerometer_standarddeviation_x" -0.296538717368421
1 6 "tbodyaccelerometer_standarddeviation_y" 0.164213884996491
1 6 "tbodyaccelerometer_standarddeviation_z" -0.504324207192982
1 6 "tgravityaccelerometer_standarddeviation_x" -0.977779896491228
1 6 "tgravityaccelerometer_standarddeviation_y" -0.964248568070175
1 6 "tgravityaccelerometer_standarddeviation_z" -0.957205025789474
1 6 "tbodyaccelerometerjerk_standarddeviation_x" -0.132784766936842
1 6 "tbodyaccelerometerjerk_standarddeviation_y" 0.00808897373684211
1 6 "tbodyaccelerometerjerk_standarddeviation_z" -0.575777466491228
1 6 "tbodygyroscope_standarddeviation_x" -0.446020952631579
1 6 "tbodygyroscope_standarddeviation_y" -0.331702267894737
1 6 "tbodygyroscope_standarddeviation_z" -0.383139334736842
1 6 "tbodygyroscopejerk_standarddeviation_x" -0.18260093354386
1 6 "tbodygyroscopejerk_standarddeviation_y" -0.416390246140351
1 6 "tbodygyroscopejerk_standarddeviation_z" -0.166684422233333
1 6 "tbodyaccelerometermag_standarddeviation" -0.266734167368421
1 6 "tgravityaccelerometermag_standarddeviation" -0.266734167368421
1 6 "tbodyaccelerometerjerkmag_standarddeviation" -0.0706029648421053
1 6 "tbodygyroscopemag_standarddeviation" -0.36560291677193
1 6 "tbodygyroscopejerkmag_standarddeviation" -0.364708342315789
1 6 "fbodyaccelerometer_standarddeviation_x" -0.34522769
1 6 "fbodyaccelerometer_standarddeviation_y" 0.101699642168947
1 6 "fbodyaccelerometer_standarddeviation_z" -0.550474621754386
1 6 "fbodyaccelerometerjerk_standarddeviation_x" -0.19269469414386
1 6 "fbodyaccelerometerjerk_standarddeviation_y" 0.0314450678263158
1 6 "fbodyaccelerometerjerk_standarddeviation_z" -0.608624354210526
1 6 "fbodygyroscope_standarddeviation_x" -0.515323854385965
1 6 "fbodygyroscope_standarddeviation_y" -0.332008706842105
1 6 "fbodygyroscope_standarddeviation_z" -0.512209233508772
1 6 "fbodyaccelerometermag_standarddeviation" -0.421683093508772
1 6 "fbodyaccelerometerjerkmag_standarddeviation" -0.0964999702982456
1 6 "fbodygyroscopemag_standarddeviation" -0.510648322631579
1 6 "fbodygyroscopejerkmag_standarddeviation" -0.408078906482456
1 6 "tbodyaccelerometer_meanvalue_x" 0.283658868070175
1 6 "tbodyaccelerometer_meanvalue_y" -0.0168954189082456
1 6 "tbodyaccelerometer_meanvalue_z" -0.110303165877193
1 6 "tgravityaccelerometer_meanvalue_x" 0.958067455087719
1 6 "tgravityaccelerometer_meanvalue_y" -0.214694852280702
1 6 "tgravityaccelerometer_meanvalue_z" 0.0331888826842105
1 6 "tbodyaccelerometerjerk_meanvalue_x" 0.0699585876912281
1 6 "tbodyaccelerometerjerk_meanvalue_y" -0.0164831715964912
1 6 "tbodyaccelerometerjerk_meanvalue_z" -0.00738931200701754
1 6 "tbodygyroscope_meanvalue_x" -0.025509618645614
1 6 "tbodygyroscope_meanvalue_y" -0.0744462466
1 6 "tbodygyroscope_meanvalue_z" 0.0838808799280702
1 6 "tbodygyroscopejerk_meanvalue_x" -0.0878891090105263
1 6 "tbodygyroscopejerk_meanvalue_y" -0.0362308971842105
1 6 "tbodygyroscopejerk_meanvalue_z" -0.0539597284210526
1 6 "tbodyaccelerometermag_meanvalue" -0.166840713631579
1 6 "tgravityaccelerometermag_meanvalue" -0.166840713631579
1 6 "tbodyaccelerometerjerkmag_meanvalue" -0.195117026052632
1 6 "tbodygyroscopemag_meanvalue" -0.281207841122807
1 6 "tbodygyroscopejerkmag_meanvalue" -0.321290483140351
1 6 "fbodyaccelerometer_meanvalue_x" -0.187934323140351
1 6 "fbodyaccelerometer_meanvalue_y" 0.140781621991228
1 6 "fbodyaccelerometer_meanvalue_z" -0.498520164385965
1 6 "fbodyaccelerometerjerk_meanvalue_x" -0.150942917824561
1 6 "fbodyaccelerometerjerk_meanvalue_y" -0.0753742321614035
1 6 "fbodyaccelerometerjerk_meanvalue_z" -0.541438616140351
1 6 "fbodygyroscope_meanvalue_x" -0.239650710533333
1 6 "fbodygyroscope_meanvalue_y" -0.341378429473684
1 6 "fbodygyroscope_meanvalue_z" -0.203575458733333
1 6 "fbodyaccelerometermag_meanvalue" -0.201386607649123
1 6 "fbodyaccelerometerjerkmag_meanvalue" -0.055401423331579
1 6 "fbodygyroscopemag_meanvalue" -0.329681123368421
1 6 "fbodygyroscopejerkmag_meanvalue" -0.366500534122807
1 7 "tbodyaccelerometer_standarddeviation_x" -0.327243240701754
1 7 "tbodyaccelerometer_standarddeviation_y" -0.0772618561052631
1 7 "tbodyaccelerometer_standarddeviation_z" 0.159631283261403
1 7 "tgravityaccelerometer_standarddeviation_x" -0.979851271403509
1 7 "tgravityaccelerometer_standarddeviation_y" -0.969404155087719
1 7 "tgravityaccelerometer_standarddeviation_z" -0.952159770526316
1 7 "tbodyaccelerometerjerk_standarddeviation_x" -0.346026226140351
1 7 "tbodyaccelerometerjerk_standarddeviation_y" -0.0547448948245614
1 7 "tbodyaccelerometerjerk_standarddeviation_z" -0.149488514397895
1 7 "tbodygyroscope_standarddeviation_x" -0.503313517017544
1 7 "tbodygyroscope_standarddeviation_y" -0.23109830545614
1 7 "tbodygyroscope_standarddeviation_z" -0.396013535263158
1 7 "tbodygyroscopejerk_standarddeviation_x" -0.21166729682807
1 7 "tbodygyroscopejerk_standarddeviation_y" -0.174136410738596
1 7 "tbodygyroscopejerk_standarddeviation_z" -0.458302971403509
